OBJECTID,Guid,GlobalID,Comments,CreationDate,EditDate,EXTRACTIVE SURVEY ,"If RECALL, date",What type of fishing did you do at this site?,"If OTHER, fishing type",Did you use a bait or lure?,What time did you (if spearfishing)/ your lines get in the water? ,What time did you (if spearfishing)/your lines get out the water??,Max depth of hook at this site?,# fish you kept undamaged at this site?,"If OTHER, # kept undamaged",# released undamaged at this site?,"If OTHER, # released undamaged",# depredated,"If OTHER, # depredated",What species did you catch?,Why did you leave this site?,"If OTHER, why did you leave this site?",NON_EXTRACTIVE SURVEY,"If RECALL, date",What activity did you do?,"If OTHER, activity",What time did you start the activity?,What time did you end the activity?,"If DIVING, max depth ",Why did you choose this site?,"If OTHER, why this site",Why did you leave this site?,"If OTHER, why did you leave this site?",x,y
450,a475f30a-7089-408b-91e9-2d2fe20072e5,4256847b-1817-4d34-89e4-5d8f28c4c6af,,10/03/20 09:09,10/03/20 09:14,"Fishing in little inlet, closed off at low tide",,Casting,,Bait,1500,1700 still there,1,0,,2,,0,,"Blue lines emp, cod ",,,Never been here so exploring. Went from a drive down to Yardie creek and have worked there way up the coast. CouldnŠ—Èt go out on boat cause of wind. Stopped at turquoise for a swim at mid day,,,,,,,,,,,113.927703,-22.00513101
451,2f8f265b-1c8c-4ed2-8e53-0666cf40f340,6bd80b0d-7410-4cd0-809a-3d642c889ee9,,10/04/20 01:48,10/04/20 01:48,,,,,,,,,,,,,,,,,,,,Kite surfing ,,630,850,,Other,"Higher tide in water, in shore wind ",BetterSite,More water at town beach ,114.1734737,-21.83088193
452,91235c64-506f-4de0-a652-69b651e283a0,d157a7ae-3cd9-4755-9753-8f97a83346fa,,10/04/20 03:11,10/04/20 03:17,Brought rods but hasnŠ—Èt started fishing ,,,,,,,,,,,,,,,,,,,Relaxing,,1100,1119 still there ,,Weather,,,,114.1073878,-21.80358765
453,61c70704-67cb-41f9-81a3-649b5eaf81c0,d2e2e859-8840-4fdf-b449-9c6a02e9ec10,,10/04/20 04:28,10/04/20 04:35,,,,,,,,,,,,,,,,,,,,Snorkling,Swimming ,1130,1230 still there,,Weather,,,,114.0386467,-21.84644189
454,903b8c5b-6c13-4ccf-ba73-150cbbeb0191,45fb4188-7432-4969-af4c-a309cb8154e6,,10/04/20 05:16,10/04/20 05:16,,,Casting,,Bait,1230,1315 still there,3,0,,0,,0,,,,,,,,,,,,Weather,,,,113.977614,-21.91218354
455,ff94d1c9-7e9c-43c1-9a1c-422d743b82ff,29467243-8454-43ea-b88f-eb3fa86709c2,,10/04/20 06:34,10/04/20 06:34,,,,,,,,,,,,,,,,,,Osyterstacks,,Snorkling,,11,13,,Biodiveristy,,,Left low tide ,113.9083499,-22.05048273
456,ff94d1c9-7e9c-43c1-9a1c-422d743b82ff,a7fdcc4a-c5f9-4443-94c5-b20900afd30f,,10/04/20 06:35,10/04/20 06:35,,,,,,,,,,,,,,,,,,,,Snorkling,,1330,1230,,Biodiveristy,Sting rays ,ActivityChange ,Hungry ,113.9123182,-22.03588677
457,51ca3926-d1fd-484a-9229-fe3097de7e4f,ef519e8c-3edd-4902-8de6-77777e041421,,10/04/20 06:41,10/04/20 06:41,,,,,,,,,,,,,,,,,,,,Snorkling,,1100,240,,Biodiveristy,"Turtles, shark, rays SZ",BetterSite,,113.9120003,-22.03679755
458,03c645cb-ebf5-4724-97d5-b2c89e6f631b,c7c742eb-1205-4074-8700-d8a041e6684e,,10/04/20 06:46,10/04/20 06:46,,,,,,,,,,,,,,,,,,,,Snorkling,,1300,1445 still here ,,Other,Checking it out ,,,113.911909,-22.03720956
459,a8b5777c-9cfa-45d7-aebd-aac2e05e5fa5,09e963de-a9b3-453c-97aa-16f7c3c9c108,,10/04/20 06:57,10/04/20 06:57,,,,,,,,,,,,,,,,,,,,Snorkling,,1200,1500,,Weather,,,,113.9125266,-22.03547945
460,691bbf41-1013-4ea3-a596-b5fea3f501cc,c54b7e61-c0f9-482d-b26a-d83b4f37d109,,10/04/20 07:04,10/04/20 07:04,,,,,,,,,,,,,,,,,,Graveyards,,Other,Went to look at surf but found turtle ,,,,,,,,113.9126298,-22.0351073
461,691bbf41-1013-4ea3-a596-b5fea3f501cc,ccde3e5f-04a0-4c33-8b3d-8a70aeef889a,,10/04/20 07:04,10/04/20 07:04,,,,,,,,,,,,,,,,,,,,Snorkling,,1315,1500 still there ,,Biodiveristy,Recommended ,,,113.9126298,-22.0351073
