OBJECTID,Have_you_been_interviewed_about_shark_bite_offs_before,How_many_times_have_you_fished_from_this_boat_ramp_before,How_many_days_have_you_fished_from_a_boat_this_year,How_many_years_have_you_been_fishing_for,Home_postcode,What_is_your_income_before_tax,Guid,GlobalID,CreationDate,Creator,EditDate,Editor,# times fished from boat in last 12 months?,# times doing NEX last 12 months??,# years fishing?,# years doing NEX?,"Are you a diver? If so, what is your certification?","If DIVING, # dives?",What year were you born?,Home postcode,"If VISITOR, where are you staying?","If OTHER, where are you staying",FINISH SURVEY ,Male or Female,Describe party,Boat length,Boat Type ,Boat name or number
594,,,,,,,0f416964-b2f4-4f25-ae10-6e97cc5eb3cc,33da3709-7d69-40cf-9d8b-2af5017b7437,4/5/2021 7:40:48 AM,Harrison.Carmody_UWA,4/5/2021 7:40:48 AM,Harrison.Carmody_UWA,24,Every day,Life,Life,AOW,30,1980,Ex,,,,Female,"Family, live in eddy but camping in parks ",,,
595,,,,,,,399340a6-4354-4144-b4e2-6fda66392179,42c27db6-a53e-445f-91d7-0b581cd2704c,4/5/2021 7:45:56 AM,Harrison.Carmody_UWA,4/5/2021 7:45:56 AM,Harrison.Carmody_UWA,0,,,Life,,,1976,Melbourne ,MesaCamp,,,Female,Family,,,
596,,,,,,,e92887f0-5c6b-4a71-b2c2-5cb178e5bb11,ebc9dcf2-138a-4d56-a421-a828a2087649,4/5/2021 7:53:23 AM,Harrison.Carmody_UWA,4/5/2021 7:53:23 AM,Harrison.Carmody_UWA,,10,,Life,AOW,400,1976,Perth,MesaCamp,,,Male,With family,,,
597,,,,,,,ef636f2f-4646-450c-9128-c6b6a1776251,8b7467b9-477b-4fb9-8c97-a57e68c62055,4/5/2021 8:14:20 AM,Harrison.Carmody_UWA,4/5/2021 8:14:20 AM,Harrison.Carmody_UWA,,12,,Life,,,1950,Perth,,Ned’s camping,,Female,"Gran, woman and kids",,,
598,,,,,,,09d4975f-e784-40db-8de6-204c287df0da,6692e80d-745f-441e-87bb-c4d5ab716af4,4/5/2021 8:19:09 AM,Harrison.Carmody_UWA,4/5/2021 8:19:09 AM,Harrison.Carmody_UWA,0,Weekly,,Life,,,1992,Perth,,Ned’s campground,,Female,"Gran, woman and kids",,,
599,,,,,,,02b9353a-0d2d-4a97-b4e2-53726ec4a006,6cc25770-5529-44dc-8814-b2259573b993,4/5/2021 8:52:12 AM,Harrison.Carmody_UWA,4/5/2021 8:52:12 AM,Harrison.Carmody_UWA,Monthly,Monthly,Like,Life,OW,100,1970,Geraldton,Exmouth,,,Male,Man,,,
600,,,,,,,35c40396-3e34-429f-9693-6c1f6d50a853,382ae95c-1d18-4f78-a78c-2a4765ccbe74,4/5/2021 9:03:39 AM,Harrison.Carmody_UWA,4/5/2021 9:03:39 AM,Harrison.Carmody_UWA,5,"5, on holidays",35,35,,,1970,Perth,YardieHomestead,,,Male,Dad and daughter,,,
601,,,,,,,79b95484-d97e-4ea9-8ef4-1a31cdfcd313,599cdba9-1902-4bb3-a275-37d2a6d04b1f,4/5/2021 9:17:01 AM,Harrison.Carmody_UWA,4/5/2021 9:17:01 AM,Harrison.Carmody_UWA,10,Fortnightly,40,40,,,1963,Perth,YardieHomestead,,,Male,Adults and kids,5,E,Bu639
602,,,,,,,83d149bd-ff98-4566-ad83-3a521863764d,b0f406cc-a067-4c73-9864-79473ba1aa7a,4/5/2021 9:24:48 AM,Harrison.Carmody_UWA,4/5/2021 9:24:48 AM,Harrison.Carmody_UWA,Monthly,,Life,Life,,,1992,Safety bay,Exmouth,,,Female,Couple,4,E,En776
603,,,,,,,4600364d-6dce-4093-99b9-8d5cc883d6f5,9a6869cb-fe0e-44ee-9581-2101a163e8dd,4/6/2021 4:20:08 AM,Harrison.Carmody_UWA,4/6/2021 4:20:08 AM,Harrison.Carmody_UWA,1 month,,32,,None,,1965,6022,YardieHomestead,,,Male,3 m 2 reef b,6,F,Wicked fishing dc170
604,,,,,,,4489592f-7525-4110-9ba0-a509068b855a,244a6ac0-bfa6-4819-a004-2993c5774554,4/6/2021 4:37:03 AM,Harrison.Carmody_UWA,4/6/2021 4:37:03 AM,Harrison.Carmody_UWA,1formoght,,Life,,None,,1977,6103,MantaResort,,,Male,Dad and son,2,,Ge539 jet ski
605,,,,,,,4704e4b4-f6a9-49d2-894d-cd1b8fc72836,addee0c9-3546-454e-a855-4ce201054082,4/6/2021 4:55:51 AM,Harrison.Carmody_UWA,4/6/2021 4:55:51 AM,Harrison.Carmody_UWA,3 month,,Life,,AOW,,1985,6280,YardieHomestead,,,Male,Couple,2,C,Gk281
606,,,,,,,6d37de8a-ff90-4688-9965-56a0440019ef,7885ee76-23f9-4762-9be2-31f60ef34bf6,4/6/2021 7:45:07 AM,Harrison.Carmody_UWA,4/6/2021 7:45:07 AM,Harrison.Carmody_UWA,1 week,,Life,,None,,1981,6027,Exmouth,,,Male,4coupkes lots of kids,,,
607,,,,,,,7a978775-f5b1-4b99-88c8-fdedb8ab6bbf,f10b5df4-44f9-429b-aa42-1a85a9bff910,4/6/2021 8:08:30 AM,Harrison.Carmody_UWA,4/6/2021 8:08:30 AM,Harrison.Carmody_UWA,3 month,,Life,,None,,1957,Exmouth,,,,Male,2male,,,
608,,,,,,,15a1bf3b-99da-47c0-b854-db04d501a8a3,44ed0b78-25ad-428d-80b1-cedabb4f9d04,4/7/2021 2:08:22 AM,Harrison.Carmody_UWA,4/7/2021 2:08:22 AM,Harrison.Carmody_UWA,,,,,,,,,YardieCamp,,,Female,Family,,,
609,,,,,,,954e6466-6067-4a96-bafb-0cffb05bccaf,14c30ec4-5ac2-499a-859f-88f12ae4f03d,4/7/2021 2:12:06 AM,Harrison.Carmody_UWA,4/7/2021 2:12:06 AM,Harrison.Carmody_UWA,,,,,,,,,YardieCamp,,,Male,Family of 4,,,
610,,,,,,,575c7bbe-af5d-4254-8587-f41b2f7cc33d,310a66a3-6577-4cf3-9c89-7e15d120b4da,4/7/2021 2:19:09 AM,Harrison.Carmody_UWA,4/7/2021 2:19:09 AM,Harrison.Carmody_UWA,,,,,,,1981,,CoralBay,,,Female,Family 1 kid,,,
611,,,,,,,c4ca096d-f6d9-469b-9dd5-870051145955,1d290fbc-8408-429d-9370-156b9e34dd9c,4/7/2021 2:33:37 AM,Harrison.Carmody_UWA,4/7/2021 2:33:37 AM,Harrison.Carmody_UWA,6,,On and off whole life ,,,,1956,6026,PeoplesPark,,,Male,Couple,,,
612,,,,,,,a078fc4e-3dd9-467e-978a-ca2d08fde197,eb717f22-16b1-4a59-8098-cec401c507e5,4/7/2021 2:39:41 AM,Harrison.Carmody_UWA,4/7/2021 2:39:41 AM,Harrison.Carmody_UWA,,,,,,,1964,6026,PeoplesPark,,,Female,Couple,,,
613,,,,,,,5dde777b-26a4-4740-a221-f3afef2af4b1,3b4323dc-f078-4b44-8d31-7b3e11e63cec,4/7/2021 2:48:07 AM,Harrison.Carmody_UWA,4/7/2021 2:48:07 AM,Harrison.Carmody_UWA,,,,,,,1982,6026,CoralBay,,,Male,,,,
614,,,,,,,a79b3ba6-558c-445c-8863-7dba195f1a91,72ea895b-e5a1-48cc-aad8-660316e01bcd,4/7/2021 3:00:55 AM,Harrison.Carmody_UWA,4/7/2021 3:00:55 AM,Harrison.Carmody_UWA,,,,,,,1974,6065,CoralBay,,,Female,,,,
615,,,,,,,ee5dbec5-6c35-4bce-a54b-66be3d5de0a4,378218a7-69bb-49fe-b005-1766c443f488,4/7/2021 3:03:44 AM,Harrison.Carmody_UWA,4/7/2021 3:03:44 AM,Harrison.Carmody_UWA,,,,,None,,1974,6065,CoralBay,,,Male,Family of 4,,,
616,,,,,,,6e4b88d9-4b31-4c61-97f3-0054e28a761a,5d50214f-d085-4327-8854-b7dc7f3bdc19,4/7/2021 3:13:40 AM,Harrison.Carmody_UWA,4/7/2021 3:13:40 AM,Harrison.Carmody_UWA,,,,,None,,1978,6038,NingReefResort,,,Female,Family 3,,,
617,,,,,,,c60f0942-abb4-4ca6-9d5d-3828fbb03c9a,29deab3d-2527-4472-8094-427759951b04,4/7/2021 3:22:49 AM,Harrison.Carmody_UWA,4/7/2021 3:22:49 AM,Harrison.Carmody_UWA,,,,,AOW,30,2001,6173,NingReefResort,,,Male,Family of 8,,,
618,,,,,,,a6dc3591-4d4b-42b8-a222-72cda49679df,6297ba48-ead9-42de-b469-f48964465e64,4/7/2021 3:31:20 AM,Harrison.Carmody_UWA,4/7/2021 3:31:20 AM,Harrison.Carmody_UWA,,,,,None,,1979,Perth,NingReefResort,,,Male,Family of 8,,,
619,,,,,,,f2a00cc9-0bc1-4240-8b37-20a36b489107,3d274f2d-9819-4557-a714-32f5ce0e40fc,4/7/2021 3:37:35 AM,Harrison.Carmody_UWA,4/7/2021 3:37:35 AM,Harrison.Carmody_UWA,,,,,None,,1994,Travelling,,Backpacking,,Male,Couple,,,
620,,,,,,,1f83bf44-1fc4-4f61-abea-f771d250151f,587660dd-0856-47d8-a256-39bc11848d6b,4/7/2021 3:40:48 AM,Harrison.Carmody_UWA,4/7/2021 3:40:48 AM,Harrison.Carmody_UWA,,,,,None,,1994,,,Backpacking,,Female,Couple,,,
621,,,,,,,e98cb610-d001-47f2-9478-59c742c789b0,f4bc6537-41e7-4349-92f2-97021ad88248,4/7/2021 4:25:42 AM,Harrison.Carmody_UWA,4/7/2021 4:25:42 AM,Harrison.Carmody_UWA,,,,,OW,20,1965,2062,NingReefResort,,,Male,Family of 4,,,
622,,,,,,,65b0d18e-c49e-46d4-931c-98fbe3fc268a,906fc332-314a-4a4f-86a4-bde8d9abd30b,4/7/2021 4:29:41 AM,Harrison.Carmody_UWA,4/7/2021 4:29:41 AM,Harrison.Carmody_UWA,,,,,OW,20,1967,Sydney,NingReefResort,,,Female,Family of 4,,,
623,,,,,,,a096f70f-73a5-48b6-b3ef-1f684b2d40ab,a54b8cc9-1fc4-4fc7-b0db-276f5fd51474,4/7/2021 4:36:31 AM,Harrison.Carmody_UWA,4/7/2021 4:36:31 AM,Harrison.Carmody_UWA,,,,,OW,15,1967,6014,CoralBay,,,Female,Family group of 8,,,
624,,,,,,,01dc93c6-9a8b-4fad-aadc-495c5c5ecfa1,42668b46-1559-4da0-9045-30c9c599effa,4/7/2021 4:44:04 AM,Harrison.Carmody_UWA,4/7/2021 4:44:04 AM,Harrison.Carmody_UWA,,,,,OW,10,1969,Perth,CoralBay,,,Female,Family of 8,,,
625,,,,,,,bbb89421-4c6e-4ce6-a25c-e18d942ac5f9,57cefb78-af32-467f-ae60-bce6c39bfb95,4/13/2021 7:07:19 AM,Harrison.Carmody_UWA,4/13/2021 7:07:19 AM,Harrison.Carmody_UWA,50,,28,,None,,1976,6026,,Ningaloo caravan holiday resort,,Female,"Couple, 2g",,,
626,,,,,,,cbaa3231-5e13-49d6-802b-b79b5918c049,a4110d76-91a7-4139-938b-a66773983b17,4/15/2021 2:55:16 AM,Harrison.Carmody_UWA,4/15/2021 2:55:16 AM,Harrison.Carmody_UWA,50,,10,,None,,1988,6169,,Ningaloo station and Ningaloo caravan park,,Male,1 M,,,
627,,,,,,,254f6ed7-6d9c-48a0-a8ff-a9bc387c0da1,f59909d3-b6c1-4279-9333-8133c10c45e3,4/15/2021 3:43:50 AM,Harrison.Carmody_UWA,4/15/2021 3:43:50 AM,Harrison.Carmody_UWA,50,,20,,OW,100,1995,6714,,With friends,,Female,1F 2M,,,
628,,,,,,,35212970-1bbb-4658-bc13-71c7040563f5,d0026e2a-1555-4443-9edd-97cc64da5339,4/15/2021 3:57:06 AM,Harrison.Carmody_UWA,4/15/2021 3:57:06 AM,Harrison.Carmody_UWA,8,,Whole life,,,,1973,6156,,Renting house,,Male,"Couple,2g 1b",,,
629,,,,,,,d904032b-da88-4807-9123-73c257159860,60d7d56b-a4ff-43da-8f39-683d06d7596c,4/15/2021 4:14:33 AM,Harrison.Carmody_UWA,4/15/2021 4:14:33 AM,Harrison.Carmody_UWA,5,,45,,None,,1968,4303,,Ningaloo caravan park,,Male,1M,,,
630,,,,,,,80fe53b2-d2b3-4676-94f3-31a190ad6843,1074849d-3e2a-4bde-9b79-58441078a5cc,4/15/2021 7:11:59 AM,Harrison.Carmody_UWA,4/15/2021 9:35:57 AM,Harrison.Carmody_UWA,4,1 fortnight,Whole life,30,None,,1983,6707,,,,Male,1M,2,C,
631,,,,,,,689dbcd9-77dc-4960-970e-a57cc55dd70f,b162612f-69f5-4652-a9d1-31526bc03820,4/15/2021 7:17:58 AM,Harrison.Carmody_UWA,4/15/2021 9:36:25 AM,Harrison.Carmody_UWA,3 months worth,,56,,,,1962,6030,,Ningaloo caravan park,,Male,2M,2,C,GK794
632,,,,,,,5296e40c-cdc9-4157-9fd7-bee0ca9d1f07,10eb02ea-30bc-4097-9f2a-bde201c10c2b,4/15/2021 7:30:34 AM,Harrison.Carmody_UWA,4/15/2021 7:30:34 AM,Harrison.Carmody_UWA,24,120,20,26,OW,80,1984,6714,,Friends place,,Male,1M,4,C,FN825
633,,,,,,,9c589d02-2713-4301-b62e-ea279ad15734,f76a4f1a-c1c6-4882-ad14-562a301a61d2,4/15/2021 8:02:48 AM,Harrison.Carmody_UWA,4/15/2021 9:37:15 AM,Harrison.Carmody_UWA,2,,20,,OW,250,1986,6018,,Air bnb,,Male,Couple,5,G,M&H4875
634,,,,,,,3c43f96c-5b50-46f7-8858-3a25de795de6,d60464d1-7918-495c-94f6-756be4ccb15c,4/15/2021 8:12:44 AM,Harrison.Carmody_UWA,4/15/2021 9:37:55 AM,Harrison.Carmody_UWA,3,Holiday dependent,Whole life,40,OW,40,1956,6280,,Renting a house,Trimaran,Female,"1 couple, 2F",6,,BA894
635,,,,,,,e5646f3d-dca1-40be-9c78-b91c43a23b0c,2d09e2fa-9499-4a8c-a80b-313e3a3adbdd,4/15/2021 8:30:03 AM,Harrison.Carmody_UWA,4/15/2021 8:30:03 AM,Harrison.Carmody_UWA,20,,Whole life,,None,,1975,6714,,Exmouth caravan park,,Male,"1M, 1b 1g",5,E,GH474
636,,,,,,,e042781c-dcaa-43a2-84e6-6719a36844a8,70298f0c-d23f-4b0a-80a2-65c27cc989e9,4/15/2021 8:35:48 AM,Harrison.Carmody_UWA,4/15/2021 8:35:48 AM,Harrison.Carmody_UWA,,,,,DM,150,1986,6019,,Staying with friends,,Female,"2M, 1F",8,F,3C442
637,,,,,,,316a6c8d-aefb-4ef8-b849-04b264461628,cdbdb9e7-a7a1-4348-96b3-283850996a64,4/15/2021 8:42:37 AM,Harrison.Carmody_UWA,4/15/2021 8:43:19 AM,Harrison.Carmody_UWA,7,,15,,None,,1983,6022,,Friends place,,Male,"3M, 1b",8,G,BR520
638,,,,,,,0b5b1af8-e708-4fa2-87db-6d76a4115c1b,cf5c0449-e8e0-4f43-a1ee-ca7c3835fe8e,4/15/2021 9:06:52 AM,Harrison.Carmody_UWA,4/15/2021 9:06:52 AM,Harrison.Carmody_UWA,4,,30,,DM,400,1975,6156,,Renting a house ,,Female,"Couple,2g 1b",5,G,DB572
639,,,,,,,167c4173-2da4-4d30-b77d-4636efc52f7f,f2be049b-b094-4edc-b1c4-3652a581502d,4/15/2021 9:12:43 AM,Harrison.Carmody_UWA,4/15/2021 9:12:43 AM,Harrison.Carmody_UWA,12,,Whole life,,,,1984,6450,NingalooLodge,,,Male,"2M, 1b",5,G,GB489
640,,,,,,,648a4888-2056-4725-a42a-3e4c09982f84,5f0e2054-e048-453f-a37a-e52f93eaeebf,4/15/2021 9:30:45 AM,Harrison.Carmody_UWA,4/15/2021 9:30:45 AM,Harrison.Carmody_UWA,15,,45,,None,,1972,6010,,Renting a house,,Female,"2 couples, 3G, 2b",6,G,E1903
641,,,,,,,75e96bdb-e4f6-4488-9dde-4bce21e6e2b7,1f7b010d-e5cd-477c-8277-50dab15c9d2f,4/15/2021 9:55:34 AM,Harrison.Carmody_UWA,4/15/2021 9:55:34 AM,Harrison.Carmody_UWA,52,,Whole life,,None,,1959,6707,,,,Male,2M,6,G,AG904
642,,,,,,,6ff59dea-e14f-4fa2-a520-3697d913b6d7,4b09c407-5c30-4e46-9791-089d8918c78b,4/16/2021 1:46:54 AM,Harrison.Carmody_UWA,4/16/2021 1:46:54 AM,Harrison.Carmody_UWA,20,,50,,None,,1952,5690,Exmouth,Staying with family,,Male,1M,,,
643,,,,,,,da3f326c-1660-4df4-9f0f-b63d399ba73e,a67e0d6d-0a02-4330-b27b-93c019d57567,4/16/2021 2:25:23 AM,Harrison.Carmody_UWA,4/16/2021 2:25:23 AM,Harrison.Carmody_UWA,365,,60,,None,,1959,6707,,,,Male,1M,,,
644,,,,,,,f5bd8f9e-3958-440b-b32b-019be5007c7e,563979fd-23ce-4657-b687-001baf0bc2a9,4/16/2021 6:52:12 AM,Harrison.Carmody_UWA,4/16/2021 6:52:12 AM,Harrison.Carmody_UWA,140,,Whole life,,None,,1990,6707,,,,Male,1M,,,
645,,,,,,,2382483d-857e-48d5-9249-8da9eda8d30e,14d99619-da3a-499d-aa20-4d073390260f,4/16/2021 7:43:17 AM,Harrison.Carmody_UWA,4/16/2021 7:43:17 AM,Harrison.Carmody_UWA,50,,Whole life,,None,,1975,6707,,,,Male,1M 1b,,,
646,,,,,,,48ece3fe-572d-4372-a0ff-9af084931fea,73b4f2c3-a629-4b56-a7df-5979cc1eab4b,4/16/2021 8:06:10 AM,Harrison.Carmody_UWA,4/16/2021 8:06:10 AM,Harrison.Carmody_UWA,200,,32,,OW,25,1983,6573,RACHolPark ,,,Male,"1M, 1g, 2b",4,E,AH346
647,,,,,,,046550af-7d4a-4382-ae85-f4691bb8ad9a,ef6abe78-4891-465e-ac45-fa87f8690b3f,4/16/2021 8:13:37 AM,Harrison.Carmody_UWA,4/16/2021 8:13:37 AM,Harrison.Carmody_UWA,3,,25,,None,,1960,6028,Exmouth,,,Female,1M 1F,10,G,DA239
648,,,,,,,b1a6a10d-401f-4cb9-ad12-39f76047cf43,ef85bc5f-4fd5-4d81-b131-a59f6b4f6ed5,4/16/2021 9:00:51 AM,Harrison.Carmody_UWA,4/16/2021 9:00:51 AM,Harrison.Carmody_UWA,15,,4,,None,,1995,6258,Potshot,,,Male,3M,6,G,B&H4875
649,,,,,,,116fc8d0-ce35-4912-ab71-f4f5decc92c4,63427edc-d4fb-4a11-be21-23abd832069e,4/17/2021 3:21:14 AM,Harrison.Carmody_UWA,4/17/2021 3:21:14 AM,Harrison.Carmody_UWA,,,,,None,,1985,6754,BayView,,,Female,"Couple, 2g",,,
650,,,,,,,7addaed7-a1f9-477e-be20-56a825c0ca4d,ef1701cb-f39a-42c7-a7e8-b8f657312a63,4/17/2021 3:36:02 AM,Harrison.Carmody_UWA,4/17/2021 3:36:02 AM,Harrison.Carmody_UWA,12,,40,,OW,200,1977,6011,BayView,,,Male,"Couple, 1b, 1g",,,
651,,,,,,,61d91781-5542-4dee-baae-3740bbbde558,83653a2a-5ebe-4aa0-95e3-a7e29239be4e,4/17/2021 4:18:36 AM,Harrison.Carmody_UWA,4/17/2021 4:18:36 AM,Harrison.Carmody_UWA,40,,30,,None,,1977,6156,BayView,,,Male,Couple,6,G,AX165
652,,,,,,,5b4f7508-257d-4b20-b095-838f06875a20,35bfca15-5ef1-4b29-8720-f403fab4748f,4/18/2021 1:30:32 AM,Harrison.Carmody_UWA,4/18/2021 1:30:32 AM,Harrison.Carmody_UWA,50,,55,,None,,198,6707,,,,Male,1M,,,
653,,,,,,,2944ec8e-64c8-4101-b982-1dc4efb8d4bd,e9526a3c-0da9-4e53-860d-24493b1aec34,4/18/2021 2:09:05 AM,Harrison.Carmody_UWA,4/18/2021 2:24:08 AM,Harrison.Carmody_UWA,21,,45,,None,,1970,6024,Exmouth,,,Male,1M,5,C,DH932
654,,,,,,,b6ee86e2-8109-4773-9bd2-df33702779f3,67bd2478-171b-4d2b-aac3-7da4a9865012,4/18/2021 3:12:24 AM,Harrison.Carmody_UWA,4/18/2021 3:26:49 AM,Harrison.Carmody_UWA,20,,40,,OW,500,1969,6230,Exmouth,,1985,Male,1M,,,
655,,,,,,,08f1d7fc-ba1d-4314-81e1-4930eeda9918,ff66c7c9-e095-44d0-be3f-ba74ecefd4c6,4/18/2021 3:23:40 AM,Harrison.Carmody_UWA,4/18/2021 3:25:48 AM,Harrison.Carmody_UWA,26,,20,,OW,5p,1985,6233,RACHolPark ,,,Male,1M,,,
656,,,,,,,f0a703ca-3488-4aef-abe4-e933d651313a,767710ca-3d74-4bbc-8fe4-d3a1e46097a1,4/18/2021 4:08:17 AM,Harrison.Carmody_UWA,4/18/2021 4:17:16 AM,Harrison.Carmody_UWA,30,,20,,OW,35,1978,6280,Exmouth,,,Male,3M,7,G,EM805
657,,,,,,,bd597f59-f1de-4d71-9344-9199eb374f6e,7aa9e9c4-58e3-4146-af0c-6f20c3fd7f0f,4/18/2021 7:35:35 AM,Harrison.Carmody_UWA,4/18/2021 7:35:35 AM,Harrison.Carmody_UWA,2,,20,,None,,1997,6069,RACHolPark ,,,Male,"3 couples, 4b, 1g",,,
658,,,,,,,2219abd4-a7dd-4a6c-88c0-f283733a7211,5b04fc33-c49b-4a5d-85b4-43a91607f817,4/18/2021 7:43:52 AM,Harrison.Carmody_UWA,4/18/2021 7:43:52 AM,Harrison.Carmody_UWA,,,,,None,,1988,6006,Exmouth,,,Female,1F,,,
659,,,,,,,40f1a581-a89e-4591-a01f-a94c880b0aae,eb29e883-29bc-4d4b-8608-a52d94e4886b,4/18/2021 7:54:10 AM,Harrison.Carmody_UWA,4/18/2021 7:54:10 AM,Harrison.Carmody_UWA,1,,38,,,,1973,6153,YardieHomestead,,,Female,"Couple,1b 1g",,,
660,,,,,,,9072bb62-e94e-477e-9d7a-7016296996e0,fff1f354-398c-423c-8a5a-37d36b57e1c5,4/18/2021 8:04:17 AM,Harrison.Carmody_UWA,4/18/2021 8:04:17 AM,Harrison.Carmody_UWA,,,,,None,,1997,6067,MantaResort,,,Female,1couple ,,,
661,,,,,,,f1eed07f-0f60-4378-a16a-1cda07ca2448,fbd35a6c-6064-418c-b8c8-1f239fcda0bd,4/18/2021 8:16:03 AM,Harrison.Carmody_UWA,4/18/2021 8:16:03 AM,Harrison.Carmody_UWA,,,,,None,,1978,6009,Exmouth,,,Female,"1 couple, 1g, 1b",,,
662,,,,,,,0a436e40-2a19-4290-82df-eb34bfeda343,d36d33a0-c09e-4a97-b143-44b31e980fed,4/18/2021 8:53:45 AM,Harrison.Carmody_UWA,4/18/2021 8:54:22 AM,Harrison.Carmody_UWA,,,,,AOW,50,1994,6430,YardieHomestead,,,Male,"2M, 1F",,,
663,,,,,,,89422fdb-d67a-4dc4-af93-2eb5d19777ef,67f9d56d-4cad-410f-9c12-a054eebe8f74,4/18/2021 9:01:29 AM,Harrison.Carmody_UWA,4/18/2021 9:01:29 AM,Harrison.Carmody_UWA,,,,,None,,1993,6707,Exmouth,,They are temporarily working here,Female,2F,,,
664,,,,,,,6fe11218-16fd-4bd5-b066-7fc7a0967234,a69d0c2b-b3ba-40ca-a475-b711e646754e,4/18/2021 9:07:04 AM,Harrison.Carmody_UWA,4/18/2021 9:07:04 AM,Harrison.Carmody_UWA,,,,,None,,1993,2095,Potshot,,,Male,2M,,,
665,,,,,,,044320b2-5717-4fb0-bbb6-1111b818e9e7,86d86353-a085-489e-8791-a9c1586825dd,4/18/2021 9:15:40 AM,Harrison.Carmody_UWA,4/18/2021 9:15:40 AM,Harrison.Carmody_UWA,,,,,None,,1996,6707,,,,Female,1 couple,,,
666,,,,,,,6f51895f-0e5c-4910-89ff-ee4cca7721ac,beb93155-4fcb-45e0-b473-eebe319f2de7,4/18/2021 9:26:48 AM,Harrison.Carmody_UWA,4/18/2021 9:26:48 AM,Harrison.Carmody_UWA,,,,,None,,1982,2611,RACHolPark ,,,Female,1 couple,,,
667,,,,,,,92d62715-ce7d-4e10-bc0d-d937d7943c39,081b164c-f211-4761-b45e-f1aabcb0ea17,4/19/2021 9:12:36 AM,Harrison.Carmody_UWA,4/19/2021 9:12:36 AM,Harrison.Carmody_UWA,1mo th,,7,,,,1988,6163,Exmouth,,,Female,1c2b,,,
668,,,,,,,d7ba7919-314b-4c61-a23c-1fcd1b3818b4,5c040d9e-a6b7-46c0-8140-6be1b191a1af,4/19/2021 9:22:31 AM,Harrison.Carmody_UWA,4/19/2021 9:22:31 AM,Harrison.Carmody_UWA,,,,,,,1981,6164,RACHolPark ,,,Female,2wC,,,
669,,,,,,,0d84084a-5524-4ef8-9773-e760a3dfc5ce,aac6a9d0-7348-438d-a887-1e9cbe67c422,3/28/2021 4:51:52 AM,Harrison.Carmody_UWA,3/28/2021 4:51:52 AM,Harrison.Carmody_UWA,,,,,,,1962,6012,Exmouth,,,Male,Couple and two kids,,,
670,,,,,,,f7b08284-d279-4ddd-846d-5211806b2741,58930e22-49d6-494b-b834-382ec816f117,3/30/2021 2:42:00 AM,Harrison.Carmody_UWA,3/30/2021 2:42:00 AM,Harrison.Carmody_UWA,2 month,50,10,3,,,1994,6210,Exmouth,,,Male,Couple,2,,
671,,,,,,,099aa7ac-d58b-4590-aaac-f5fc5b6757ed,222c8dbc-48a5-4164-bc9e-fdea3f7aa868,3/30/2021 2:50:19 AM,Harrison.Carmody_UWA,3/30/2021 2:50:19 AM,Harrison.Carmody_UWA,0 1sr time learning,,,,,,1978,6079,Exmouth,,,Male,"Couple 2 kids, b&g",,,
672,,,,,,,068bf196-69da-429d-86fe-d4666c8174ac,d9964ae5-8285-4587-bfaa-590512dd266e,3/30/2021 6:33:16 AM,Harrison.Carmody_UWA,3/30/2021 6:33:16 AM,Harrison.Carmody_UWA,"Occasionally when friends offer, every month or so",Most days,6 months,2 YEAR’S,,,1997,Ex,,,,Male,A couple,,,
673,,,,,,,6b8a61ee-79f0-4bf1-b4ef-9179c43fd969,9f52eda8-7f38-4585-aa7f-fa95bb94c1ee,3/30/2021 6:37:51 AM,Harrison.Carmody_UWA,3/30/2021 6:40:18 AM,Harrison.Carmody_UWA,,5-6 days per week,2,2,,,1999,Ex,,,,Female,A couple,,,
674,,,,,,,9e78c908-7ed5-486a-a2f0-139d5e576830,43ad6d2b-5d82-4b0b-9446-00f46a181fb9,3/30/2021 6:52:58 AM,Harrison.Carmody_UWA,3/30/2021 6:52:58 AM,Harrison.Carmody_UWA,Monthly,Daily,20,Most of life,,,1984,Ex,,,,Female,Two mates after work cooling down,,,
675,,,,,,,6857b6b9-3bf0-416e-8e28-b3101b1e7aab,32d0ae63-63de-45b3-9a4b-10c07672a471,3/30/2021 6:58:24 AM,Harrison.Carmody_UWA,3/30/2021 6:58:24 AM,Harrison.Carmody_UWA,,Daily,30,Life,,,1979,Ex,,,,Male,Mates cooling off after work,,,
676,,,,,,,5df8901b-59e3-43c5-a04a-26212f883873,c38369ee-8785-449a-b4b4-445544e3f01d,3/30/2021 7:06:32 AM,Harrison.Carmody_UWA,3/30/2021 7:06:32 AM,Harrison.Carmody_UWA,0,Most days,Off and on couple of years,Life,,,1964,Adelaide,,,,Female,A couple ,4,E,M&H5861
677,,,,,,,6e7a7bca-1ef8-4090-aadc-e6e70adbc9cf,d763d428-46fb-4b36-84a4-6d9d9ba32ad8,3/30/2021 7:26:40 AM,Harrison.Carmody_UWA,3/30/2021 7:26:40 AM,Harrison.Carmody_UWA,,Pretty much daily,,Life,OW,12,1996,6707,,,,Female,Woman and dog,,,
678,,,,,,,a2070824-e9a9-4657-a90a-7c06ca28c998,bea0dd57-cdbd-4469-a155-8d0484b27fe1,3/30/2021 8:35:30 AM,Harrison.Carmody_UWA,3/30/2021 8:35:30 AM,Harrison.Carmody_UWA,Weekly,Monthly,Since 3,2 yrs,,,1998,6063,Exmouth,,,Male,2 dudes,,C,Bc355
