ID,InterviewDate,InterviewTime,Interviewer,Transect,Access,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,TimesInTwenty,TimesInNineteen,Covid,Meta.x,Meta.y,EXTRACTIVE SURVEY,ActivityDate,FishingType,BaitLure,TimeEnterWater,TimeOutWater,MaxDepth,KeptUndam,ReleasedUndam,DP,What species did you catch?,Why did you leave this site?,"If OTHER, why did you leave this site?",NON_EXTRACTIVE SURVEY,What activity did you do?,"If OTHER, activity",What time did you start the activity?,What time did you end the activity?,"If DIVING, max depth",Why did you choose this site?,"If OTHER, why this site",Why did you leave this site?_1,"If OTHER, why did you leave this site?_1",,Use.x,Use.y,DaysOfYrFishedBoat,DaysOfYrFishedShore,DaysOfYrNonEx,# years fishing?,# years doing NEX?,"Are you a diver? If so, what is your certification?","If DIVING, # dives?",What year were you born?,Home postcode,"If VISITOR, where are you staying?","If OTHER, where are you staying",Male or Female,Describe party,Boat length,Boat Type,Boat name or number,Comments
191,9/27/2020,3:27:17,Sam,ExmouthS,PebbleBeachRoad,5,No,0,5,1,0,No,114.121629,-22.01785162,NA,9/27/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,10:00,16:00,NA,Access,NA,EndOfDay,Kids tired,,114.1205861,-22.01743841,0,,NA,0,0,None,NA,1989,6167,RACHolPark,NA,Female,1m1f2k,NA,NA,NA,Kids playing on beach; can drive 4x4 on beach
192,10/01/20,,Sam,Tantabiddi,TantBR,9,Yes,6,3,0,1,No,113.9786487,-21.91265991,NA,10/01/20,Demersal,Bait,07:00,12:10,14,3,NA,2,"Coral trout, cod",Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.9247706,-21.90195607,9,,0,46,0,None,NA,1974,Perth,YardieHomestead,NA,Male,Few families maybe 10 people,8,D,NA,Hates sharks? Windy weather made them leave.
193,10/02/20,,Gabby,Tantabiddi,OysterStacks,12,No,0,12,0,0,No,113.9524063,-22.15765416,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,09:30,Some are still out,NA,Biodiveristy,NA,NA,NA,,113.8787088,-22.13257616,0,,52,0,0,None,NA,1977,6163,Lighthouse,NA,Female,2m2f6k,NA,NA,NA,NA
194,9/29/2020,7:52:02,Sam,Bundegi,BunBR,10,Yes,5,5,0,0,No,114.1700072,-21.83563536,Oil rigs = location?,9/29/2020,Casting,Bait,10:00,16:00,10,10,4,1,"Red emperor, Kobe, golbands",End of day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1701968,-21.83455713,1,,NA,58,0,None,NA,1962,6350,MantaResort,NA,Female,1m1f2k,7,G,Hire boat,NA
195,10/04/20,,Gabby,Tantabiddi,LakesideSnorkling,12,No,0,12,0,0,Yes,113.9152497,-22.03371997,NA,10/04/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,12:00,NA,NA,NaturalSurroundings,NA,NA,NA,,113.913991,-22.03500745,0,,NA,0,0,None,NA,1979,6012,TulkiCamp,NA,Female,2m3f9k,NA,NA,NA,NA
196,10/03/20,,Gabby,Tantabiddi,Turquoise Bay 2,10,No,0,10,0,0,No,113.8894645,-22.09824249,NA,10/03/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,14:00,Not yet,NA,Biodiveristy,NA,NA,NA,,113.8896011,-22.09858549,0,,NA,0,0,None,NA,1988,6100,Lighthouse,NA,Male,2m,NA,NA,NA,NA
197,10/02/20,,Nicole,Tantabiddi,TantBR,20,Yes,7,10,0,1,No,113.9785117,-21.91242783,South tanatabiddid passage,10/02/20,Trolling,Lure,08:30,11:00,35,1,1,0,"Spanish Mackeral , red cod",Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.9794451,-21.91278331,24,,NA,25,0,None,NA,1980,6165,YardieHomestead,NA,Male,2m,4,F,NA,NA
198,10/01/20,,Nicole,Bundegi,BundegiBeach,5,No,0,5,0,1,No,114.1792248,-21.82564785,Janz,10/01/20,Casting,Bait,11:00,12:30,3,0,0,0,NA,ActivityChange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.0728196,-21.82807778,0,12,NA,2,0,None,NA,1979,6028,Exmouth,NA,Male,1m2k,NA,NA,NA,NA
199,10/03/20,,Sam,Tantabiddi,Turquoise Bay 2,10,No,0,8,0,0,Yes,113.9221449,-22.02220483,NA,10/03/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lakeside,Snorkling,NA,12:00,12:45,NA,Biodiveristy,NA,Weather,NA,,113.9222851,-22.02279763,0,,0,0,0,Rescue,NA,1986,6164,RACHolPark,NA,Female,1m1f1k,NA,NA,NA,NA
200,10/01/20,,Nicole,Tantabiddi,Turquoise Bay 1,5,No,0,5,0,0,Yes,113.8856454,-22.10012983,NA,10/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,10:00,Still there 1010,NA,Rec,NA,NA,NA,,113.885794,-22.09914646,0,,NA,0,0,None,NA,1980,6050,SalSalis,NA,Female,2f,NA,NA,NA,NA
201,9/30/2020,8:13:17,Sam,Bundegi,Janz,14,Yes,14,0,0,2,No,114.07272,-21.82727495,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wobiri,Surfing,NA,10:00,13:00,NA,Surf,NA,ActivityChange,NA,,114.0488662,-21.83934875,12,,365,30,40,AOW,30,1971,6168,RACHolPark,NA,Male,1m1f,3,A,NA,NA
202,10/02/20,,Nicole,Tantabiddi,TantBR,7,Yes,2,7,0,0,No,113.9784115,-21.91236706,NA,10/02/20,Demersal,NA,08:30,11:00,5,0,6,0,"Cod, snapper",Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.9496831,-21.88002507,Just baought boat so no previous average ,,NA,30,0,AOW,NA,1978,6025,Lighthouse,NA,Female,1m1f,4,E,G1819,NA
203,10/04/20,,Nicole,Tantabiddi,LakesideSnorkling,9,No,0,9,0,0,Yes,113.9125467,-22.03537736,NA,10/04/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Graveyards,Other,Went to look at surf but found turtle,NA,NA,NA,NA,NA,NA,NA,,113.9126298,-22.0351073,0,12,NA,44,0,None,NA,1976,6280,Lighthouse,NA,Male,1m1f2k,NA,NA,NA,NA
204,9/27/2020,7:19:19,Gabby,CoralBay,CBBR,8,Yes,6,8,1,0,Yes,113.7671386,-23.15569689,NA,9/27/2020,Trolling,Lure,12:00,12:20,0,0,0,0,NA,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.7506492,-23.17168566,3,,NA,40,0,None,NA,1971,6016,CoralBay,NA,Female,2m2f24k,6,G,Ad235,Yes they would be overseas; They trawled today but only because they were just visiting friends on another boat.Fish were 'bad' so threw bac.
205,9/30/2020,9:53:30,Sam,Bundegi,Wobiri,12,No,0,12,0,1,No,114.0318601,-21.84896492,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,09:00,10:00,NA,Surf,Na,Other,Moving camp,,114.0346364,-21.84993841,0,,NA,0,6,None,NA,1976,6163,RACHolPark,NA,Female,1m1f2k,NA,NA,NA,NA
206,10/04/20,,Nicole,Tantabiddi,LakesideSnorkling,14,Yes,6,14,0,0,No,113.9119468,-22.03691246,NA,10/04/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,13:00,1445 still here,NA,Other,Checking it out,NA,NA,,113.911909,-22.03720956,24,,NA,48,0,None,NA,1972,6166,NKurrajong,NA,Male,1m1f1k,NA,NA,NA,NA
207,9/29/2020,9:21:33,Sam,Bundegi,BunBR,7,Yes,7,0,0,0,No,114.1707599,-21.83589556,NA,9/29/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,09:30,10:30,NA,Biodiveristy,NA,ActivityChange,NA,,114.0296086,-21.84709569,0,,150,0,7,None,NA,1962,6281,Lighthouse,NA,Male,NA,3,C,NA,NA
208,10/02/20,,Sam,Tantabiddi,SandyBay,10,Yes,1,10,1,1,No,113.8423628,-22.23257863,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peak islands,Snorkling,NA,13:00,14:00,NA,Biodiveristy,NA,Weather,NA,,114.3513831,-21.62822549,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,10/01/20,,Nicole,Tantabiddi,Turquoise Bay 1,4,No,0,4,0,0,No,113.885778,-22.09921381,NA,10/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,09:00,Still there 0930,NA,Biodiveristy,NA,NA,NA,,113.8857838,-22.09922886,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,9/27/2020,8:08:15,Nicole,CoralBay,Bills Bay,5,No,0,5,0,0,Yes,113.769622,-23.14221254,NA,9/27/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,10:45,12:30,NA,Access,NA,NA,NA,,113.7702179,-23.14226329,0,,NA,35,0,None,NA,1963,6021,CoralBay,NA,Male,3m5f4k,NA,NA,NA,Kid friendly
211,9/28/2020,4:08:28,Nicole,CoralBay,CBBR,5,Yes,2,3,0,0,No,113.7679433,-23.1551894,22k north,9/28/2020,Spearing,NA,06:30,11:00,NA,1,NA,NA,Mackeral,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.7690623,-22.95503496,80,,NA,4,0,None,NA,1981,6019,CoralBay,NA,Male,4m,3,F,23399,NA
212,10/04/20,,Nicole,Tantabiddi,LakesideSnorkling,9,No,0,9,0,0,Yes,113.9125467,-22.03537736,NA,10/04/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,13:15,1500 still there,NA,Biodiveristy,NA,NA,Lucnh,,113.9126298,-22.0351073,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reccommended for bidiveristy 
213,9/30/2020,9:04:32,Sam,Bundegi,Wobiri,5,No,0,5,0,0,Yes,114.0300801,-21.84875447,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turquoise bay,Snorkling,NA,12:30,14:00,NA,Biodiveristy,NA,ActivityChange,NA,,114.0289591,-21.84965623,0,,0,0,0,None,NA,1965,6153,YardieHomestead,NA,Female,1m1f,NA,NA,NA,NA
214,10/03/20,,Sam,Tantabiddi,Turquoise Bay 1,14,No,0,10,0,1,Yes,113.9216127,-22.02258577,NA,10/03/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,15:00,17:00,NA,Biodiveristy,NA,EndOfDay,NA,,113.9214921,-22.02194879,0,,NA,0,0,None,NA,1983,6157,NingalooLodge,NA,Male,1m1f2k,NA,NA,NA,NA
215,9/30/2020,3:27:21,Gabby,Tantabiddi,TantBR,9,Yes,10,11,1,1,No,113.9756834,-21.91546811,NA,9/30/2020,Demersal,Bait,11:15,12:30,Unsure but it will be to the bottom,NA,NA,NA,NA,Left when they ran out of food and drinks,NA,NA,Relaxing,NA,930,15:30,NA,Access,NA,EndOfDay,NA,,113.9767258,-21.9153047,56,,56,40,0,None,NA,1975,6103,Exmouth,NA,Female,1m1f5k,3,C,NA,The lady being interviewed is non extractive now but her family is extractive and she is telling me where they are going; Boat launching area available for dingy and jetski
216,10/01/20,,Nicole,Tantabiddi,Turquoise Bay 1,9,No,0,9,0,0,Yes,113.885663,-22.10035794,NA,10/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,09:00,100 still here,NA,Biodiveristy,NA,NA,NA,,113.8856779,-22.1003333,0,,NA,0,0,AOW,75,1993,6019,NKurrajong,NA,Female,1m1f,NA,NA,NA,NA
217,9/29/2020,9:35:26,Sam,Bundegi,BunBR,7,No,0,7,0,3,No,114.1708228,-21.8356138,NA,9/29/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1707303,-21.83576155,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,9/26/2020,9:32:49,Nicole,Exmouth,ExBR,4,Yes,2,2,1,0,No,114.13849,-21.95503426,NA,9/26/2020,Demersal,Bait,15:00,16:30,8,1,0,0,Black snapper,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1964694,-21.96450068,9,,NA,21,0,OW,NA,1999,6230,Exmouth,NA,Male,4m1k,4,F,NA,Couple and there three adults sons -> one of the sons interviewed
219,10/02/20,,Gabby,Exmouth,ExBR,15,Yes,12,15,0,1,No,114.1385591,-21.9548711,NA,10/02/20,Demersal,Bait,10:00,12:00,NA,2,NA,NA,Emporer,BetterSite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.2757375,-21.79749339,104,,NA,44,0,None,NA,1976,6330,Exmouth,NA,Male,2m,4,NA,NA,NA
220,10/03/20,,Sam,Tantabiddi,Turquoise Bay 2,10,No,0,8,0,0,Yes,113.9221449,-22.02220483,NA,10/03/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,15:00,18:00,NA,Biodiveristy,NA,EndOfDay,NA,,113.921855,-22.0221451,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,10/01/20,,Gabby,Bundegi,BunBR,10,Yes,7,10,0,0,No,114.1709454,-21.83555681,NA,10/01/20,Spearing,NA,09:30,11:30,NA,2,0,0,Emperor,Other,Try a new site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.2815613,-21.87918764,0,,NA,40,0,None,NA,1980,6168,Lighthouse,NA,Male,2m,4,F,NA,NA
222,10/04/20,,Nicole,Bundegi,Hunters,8,No,0,5,0,0,Yes,114.1081827,-21.80303402,NA,10/04/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,11:00,1119 still there,NA,Weather,NA,NA,NA,,114.1073878,-21.80358765,25,,NA,42,0,None,NA,1978,6018,RACHolPark,NA,Male,2m2f3k,NA,NA,NA,Brought rods but hasnt started fishing
223,9/30/2020,3:34:58,Sam,Tantabiddi,SandyBay,5,No,1,5,0,0,No,113.8428878,-22.23223202,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,11,1,NA,NaturalSurroundings,NA,ActivityChange,NA,,113.8425999,-22.23152948,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,9/26/2020,8:11:52,Sam,Exmouth,ExBR,Resident,Yes,NA,NA,NA,NA,NA,114.138304,-21.95483783,NA,9/26/2020,Spearing,NA,14:00,16:00,5,1,NA,0,Kept 1 Flatty,End of day,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,,114.1515128,-21.93489079,50,,NA,38,0,None,NA,1982,6707,NA,NA,Female,2f,6,F,NA,NA
225,10/04/20,,Nicole,Bundegi,Trisel,20,No,0,20,0,1,No,114.0379273,-21.84649088,NA,10/04/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,11:30,1230 still there,NA,Weather,NA,NA,NA,,114.0386467,-21.84644189,0,,NA,0,0,None,NA,1979,6011,Exmouth,NA,Female,2m2f5k,NA,NA,NA,NA
226,9/26/2020,7:37:45,Nicole,Exmouth,ExBR,10,Yes,5,3,1,1,No,114.1395932,-21.95592689,NA,9/26/2020,Trolling,Lure,10:00,10:30,0,0,0,0,NA,ActivityChange,NA,NA,Relaxing,NA,NA,NA,NA,Megafauna,NA,ActivityChange,NA,,114.2062098,-21.98624488,1,,NA,20,0,None,NA,1969,6175,Exmouth,NA,Female,1m1f,5,F,ITQZ967,NA
227,10/03/20,,Nicole,Exmouth,ExBR,15,Yes,1,15,0,0,No,113.9780989,-21.9125487,NA,10/03/20,Casting,Bait,14:00,1600still here,3,5,30,2,"Cobbler, released. Black spot, trevally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.977715,-21.91229837,24,,NA,30,0,None,NA,1984,6525,YardieHomestead,NA,Female,2m,NA,NA,NA,NA
228,10/01/20,,Nicole,Tantabiddi,Turquoise Bay 1,14,No,0,14,1,3,No,113.8859618,-22.0984762,NA,10/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,09:50,Still here 1027,NA,Biodiveristy,NA,NA,NA,,113.8869578,-22.09788532,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kid friendly site
229,9/29/2020,9:57:33,Sam,Bundegi,BunBR,16,Yes,16,0,0,0,Yes,114.1703476,-21.83516969,NA,9/29/2020,Demersal,Bait,14:30,18:00,7,1,3,0,Mangrove jack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.2163904,-21.85528461,24,,NA,30,0,None,NA,1975,6330,Lighthouse,NA,Male,1m1f,4,C,BR528,NA
230,10/03/20,,Gabby,Exmouth,ExmouthYacht,12,Yes,6,12,1,1,No,114.1390031,-21.94758574,NA,10/03/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WindSport,NA,10:00,11:30,NA,Weather,NA,ActivityChange,Lunch,,114.1394502,-21.94864825,15,,100,25,5,AOW,20,1987,6012,YardieHomestead,NA,Male,2m,NA,NA,NA,Kiting
231,9/27/2020,7:12:30,Gabby,CoralBay,CBBR,8,Yes,6,8,1,0,Yes,114.101065,-22.21398311,NA,9/27/2020,Trolling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.0981801,-22.21226047,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,9/30/2020,7:34:34,Nicole,Bundegi,BunBR,14,Yes,5,0,1,1,No,114.1732973,-21.83078353,NA,9/30/2020,Demersal,Bait,12:30,13:30,60,2,0,6,Grassy emp.,Depredation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1004997,-21.79035751,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,9/26/2020,8:45:19,Sam,Exmouth,ExBR,14,Yes,NA,NA,NA,NA,NA,114.1383716,-21.95493992,Artificial reef,9/26/2020,Demersal,Lure,14:30,16:30,20,0,4,0,"Spangled emperor, cod",End of day,NA,NA,NA,NA,14:00,16:30,NA,Biodiveristy,NA,NA,NA,,114.1524968,-21.96515506,15,,15,52,0,None,NA,1968,6009,NA,NA,Male,2m,8,G,NA,NA
234,10/02/20,,Nicole,Tantabiddi,TantBR,120,Yes,34,120,0,1,No,113.9783958,-21.91237712,NA,10/02/20,Demersal,Bait,07:00,07:40,70,1,1,0,"Spangled emp,",Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.9559603,-21.86242504,104,,NA,50,0,None,NA,1956,6168,Exmouth,NA,Male,1m1f,6,G,AT969,Come up for 4 months of the year and goes out on the boat at least 2 times a week; was in up for 4 omths in 2019 as well. In the four months he has been here he only ever saw 1 shark out on his boat and in the past month he has seen loads - blames the increase in boats/people. 
235,9/29/2020,8:42:21,Sam,Bundegi,BunBR,Resident,Yes,56,NA,NA,NA,No,114.1706715,-21.8352226,NA,9/29/2020,Casting,Bait,11:00,17:00,16,1,1,1,Spangled emperor,End of day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1988922,-21.82847816,30,,NA,20,0,None,NA,1995,6707,NA,NA,Male,1m1f,3,C,B0807,"56 times in a year, once a week"
236,10/02/20,,Nicole,Tantabiddi,TantBR,Resident,Yes,NA,NA,NA,NA,NA,113.9783434,-21.91235051,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,09:00,12:00,NA,NaturalSurroundings,NA,Weather,NA,,113.9801475,-21.89569061,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Come last year and wanted to come back again 
237,9/29/2020,8:14:05,Sam,Bundegi,BunBR,14,Yes,14,0,0,0,No,114.1707088,-21.83527575,NA,9/29/2020,Demersal,Bait,12:00,16:15,40,4,2,6,"Spangled, stripes perch, bream",Depredation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1409117,-21.78239812,20,,NA,16,0,None,NA,2002,6020,NingalooBreeze,NA,Male,1m2k,6,D,The bandit - EN443,NA
238,9/29/2020,8:48:16,Nicole,Bundegi,Wobiri,14,No,0,14,0,0,Yes,114.0682269,-21.82938283,NA,9/29/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WindSport,NA,15:30,Still there,NA,Surf,NA,NA,NA,,114.0685928,-21.82919222,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wing foiling
239,9/30/2020,3:08:07,Gabby,Tantabiddi,TantBR,12,Yes,10,12,0,1,No,113.9791303,-21.91246222,NA,9/30/2020 ,Demersal,Bait,14:00,16:00,30,3,0,1,Snapper,ActivityChange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.9024884,-21.73243536,20,,NA,20,0,None,NA,1985,6157,Exmouth,NA,Male,2m,5,F, BO 343,Was hungry so came back to eat
240,9/28/2020,3:07:53,Sam,CoralBay,MaudsLanding,14,No,0,14,0,1,No,113.8156179,-23.07398326,NA,9/28/2020,Casting,Bait,10:00,13:00,NA,2,1,NA,Blowy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.8146539,-23.0773421,0,,NA,30,0,None,NA,1988,6166,BayView,NA,Female,1m1f2k,NA,NA,NA,NA
241,10/02/20,,Sam,Tantabiddi,OspreyBay,14,No,0,14,0,2,No,113.840453,-22.23789107,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,113.8396203,-22.23793778,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,9/27/2020,4:09:23,Nicole,ExmouthS,LearmonthJetty,7,No,0,7,1,1,No,114.0991845,-22.21210639,NA,9/27/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,NA,11:23,12:23 still there having bbq,NA,NaturalSurroundings,NA,NA,NA,,114.0995704,-22.21197248,0,,NA,40,0,None,NA,1967,6031,NA,NA,Male,2m2f3k,NA,NA,NA,NA
244,9/28/2020,2:46:36,Nicole,CoralBay,CBBR,1,No,0,1,0,0,Yes,113.767977,-23.15529662,NA,9/28/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,10:40,Still here 10.50,NA,Biodiveristy,NA,NA,NA,,113.7668429,-23.15732213,0,,NA,0,0,None,NA,1975,6148,CoralBay,NA,Female,1m1f2k,NA,NA,NA,Walkway near by 
245,10/01/20,,Nicole,Tantabiddi,Turquoise Bay 2,12,No,0,10,0,0,No,113.8870121,-22.0978634,NA,10/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,09:00,1041 still here,NA,Tradition,NA,NA,NA,,113.8871928,-22.09794202,18,,NA,2,0,AOW,NA,1979,6019,Exmouth,NA,Female,2f,NA,NA,NA,Always come to this spot when we come up
246,10/02/20,,Sam,Tantabiddi,SandyBay,10,No,0,10,1,1,No,113.8433239,-22.23030516,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hunters,Surfing,NA,17:50,19:00,NA,Weather,Na,Weather,NA,,113.8438733,-22.23216298,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,9/29/2020,8:37:59,Nicole,Bundegi,Wobiri,7,No,0,7,0,0,No,114.0682568,-21.82939322,NA,9/29/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,09:00,12:00,NA,Biodiveristy,NA,Other,Lunch,,113.8856681,-22.1029302,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,9/29/2020,9:41:07,Sam,Bundegi,BunBR,56,Yes,20,NA,0,3,No,114.1705637,-21.83591961,NA,9/29/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,15:00,17:45,NA,Biodiveristy,NA,EndOfDay,NA,,114.1793482,-21.9747743,0,,NA,0,30,OW,20,1978,6065,GrenadierSt,NA,Male,NA,3,NA,BA169,Semi-resident
249,10/01/20,,Nicole,Tantabiddi,Turquoise Bay 1,10,No,0,10,0,0,No,113.8857852,-22.09924118,NA,10/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,09:00,0950 still there,NA,Biodiveristy,NA,NA,NA,,113.8856626,-22.10043195,0,,NA,0,20,OW,NA,1991,6065,Exmouth,NA,Female,2m2f3k,NA,NA,NA,Only snorkel in holidays 
250,10/01/20,,Nicole,Bundegi,BundegiBeach,5,No,0,5,0,1,No,114.1792248,-21.82564785,NA,10/01/20,Casting,Bait,14:50,1530 still there,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,114.1791666,-21.82573716,0,,NA,0,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,10/01/20,,Nicole,Tantabiddi,Turquoise Bay 1,5,No,0,5,0,1,Yes,113.885812,-22.09896927,NA,10/01/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,945,1020 still there,NA,Biodiveristy,NA,NA,NA,,113.8859448,-22.09852528,0,,NA,0,0,None,NA,1972,6016,YardieHomestead,NA,Male,1m1k,NA,NA,NA,NA
252,9/30/2020,7:02:03,Nicole,Bundegi,BunBR,14,Yes,5,14,3,2,No,114.1733446,-21.83075365,NA,9/30/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,12:00,Still here. 3,NA,Weather,NA,NA,NA,,114.1738523,-21.83043205,0,,NA,0,0,OW,NA,1977,6012,EscapeFourExmouth,NA,Female,2f2k,NA,NA,NA,Would of been somewhere else in July school h9idays
253,10/02/20,,Sam,Tantabiddi,OspreyBay,11,No,0,11,0,0,Yes,113.8398222,-22.23784436,NA,10/02/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turquoise bay,Snorkling,NA,10:00,14:30,NA,Weather,NA,EndOfDay,NA,,113.8401754,-22.23655985,0,,NA,0,0,None,NA,1976,6153,OspreyCamp,NA,Female,2m2f3k,NA,NA,NA,NA
254,10/04/20,,Nicole,Tantabiddi,LakesideSnorkling,8,No,0,8,1,0,Yes,113.9123124,-22.03592914,NA,10/04/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,NA,11:00,14:40,NA,Biodiveristy,NA,BetterSite,NA,,113.9120003,-22.03679755,0,,NA,0,0,None,NA,1976,6150,Exmouth,NA,Female,1m1f2k,NA,NA,NA,"Saw turtles, sharks and rays "
